Países;Secciones;Periodo;Total
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;18,4
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;19,8
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;20,1
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;19,2
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;19,7
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;19,7
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;18,8
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;20,8
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;20,1
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;19,6
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;21,9
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2021;18
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2020;20
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2019;19,4
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2018;19
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2017;23,3
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2016;19,8
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2015;22,9
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2014;21,4
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2013;18,1
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2012;20,9
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2011;18,9
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2010;23,2
República Eslovaca;O Administración Pública y defensa, Seguridad Social obligatoria;2009;21,2
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;16,2
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;16,4
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;16,3
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;16,6
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;16,8
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;17,2
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;17,3
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;18,2
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;18,5
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;18,8
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;18,6
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;20
Finlandia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;20,3
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;16,5
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;16,7
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;16,6
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;16,9
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;17,1
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;17,5
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;17,5
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;18,4
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;18,8
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;19,2
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;19,1
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;20,3
Finlandia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;20,8
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;13,2
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;13,5
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;14
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;13,8
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;14,8
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;14,9
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;16,5
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;17
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;15,9
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;16,1
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;15,5
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;18,3
Finlandia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;17,6
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;10,4
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;10,5
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;11,1
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;11,9
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;12,3
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;12,8
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;13,5
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;13,5
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;14,2
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;15,1
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;15,2
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;15,6
Suecia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;15
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;11,2
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;11,2
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;11,8
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;12,1
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;12,5
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;13,3
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;14
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;13,8
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;14,6
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;15,5
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;15,6
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;15,4
Suecia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;15,7
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;3,9
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;4,7
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;4,7
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;7,6
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;7,1
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;7,3
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;7,2
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;3,7
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;5,4
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;6,8
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;8,1
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;10,1
Suecia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;10,7
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;..
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;..
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;..
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;19,4
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;20,5
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;20,3
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;20,6
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;20,6
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;20,7
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;22,3
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;21,5
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;23,1
Reino Unido;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;20,4
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;..
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;..
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;..
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;19,8
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;20,8
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;20,7
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;21
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;20,9
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;21
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;22,6
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;21,8
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;23,3
Reino Unido;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;20,6
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2021;..
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2020;..
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2019;..
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2018;12
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2017;14,1
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2016;13,3
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2015;12,7
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2014;13,7
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2013;14,4
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2012;15,6
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2011;17,1
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2010;19,4
Reino Unido;O Administración Pública y defensa, Seguridad Social obligatoria;2009;17,7
